cluster_id,caseName,us_cite,volume,scdb_id,dateFiled,bucket,reason
85040,The United States v. Patterson,11 U.S. 575,11,1813-042,1813-03-16,KEEP,has scdb_id
6726511,Palmer v. Allen,11 U.S. 550,11,,1813-03-16,KEEP,vol>=5 (Cranch/Wheaton)
6726514,Livingston v. Dorgenois,11 U.S. 577,11,,1813-03-16,KEEP,vol>=5 (Cranch/Wheaton)
85041,Livingston v. Dorgenois,11 U.S. 577,11,1813-043,1813-03-17,KEEP,has scdb_id
85042,Otis v. Bacon,11 U.S. 589,11,1813-044,1813-03-17,KEEP,has scdb_id
85043,Thornton v. Carson,11 U.S. 596,11,1813-045,1813-03-17,KEEP,has scdb_id
85044,Wallen v. Williams,11 U.S. 602,11,1813-046,1813-03-17,KEEP,has scdb_id
6726518,Wallen v. Williams,11 U.S. 602,11,,1813-03-17,KEEP,vol>=5 (Cranch/Wheaton)
85018,The Mutual Assurance Society v. Korn and Wisemiller,11 U.S. 396,11,1813-018,1813-03-18,KEEP,has scdb_id
85019,Webster v. Hoban,11 U.S. 399,11,1813-019,1813-03-18,KEEP,has scdb_id
85021,Ferguson v. Harwood,11 U.S. 408,11,1813-021,1813-03-18,KEEP,has scdb_id
85022,Biays v. Chesapeake Insurance,11 U.S. 415,11,1813-022,1813-03-18,KEEP,has scdb_id
85023,Stark v. The Chesapeake Insurance Company,11 U.S. 420,11,1813-023,1813-03-18,KEEP,has scdb_id
85024,William Williams and Others v. George Armroyd and Others,11 U.S. 423,11,1813-024,1813-03-18,KEEP,has scdb_id
85025,Smith and Buchanan v. The Delaware Insurance Company,11 U.S. 434,11,1813-025,1813-03-18,KEEP,has scdb_id
1390946,Richards v. Maryland Insurance Co.,12 U.S. 84,12,1814-013,1814-02-11,KEEP,has scdb_id
85046,Griffith v. Frazier,12 U.S. 9,12,1814-001,1814-02-15,KEEP,has scdb_id
85047,Van Ness v. Forrest,12 U.S. 30,12,1814-002,1814-02-15,KEEP,has scdb_id
6726521,Griffith v. Frazier,12 U.S. 8,12,,1814-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726523,Van Ness v. Forrest,12 U.S. 31,12,,1814-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726533,Gracie v. Maryland Insurance,12 U.S. 84,12,,1814-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726553,Vowles v. Craig,12 U.S. 371,12,,1814-02-15,KEEP,vol>=5 (Cranch/Wheaton)
85048,Bank of Alexandria v. Herbert,12 U.S. 36,12,1814-003,1814-02-16,KEEP,has scdb_id
85049,Marcardier v. Chesapeake Insurance,12 U.S. 39,12,1814-004,1814-02-17,KEEP,has scdb_id
85050,Hall v. Leigh,12 U.S. 50,12,1814-005,1814-02-18,KEEP,has scdb_id
85051,The Common Council of Alexandria v. Preston,12 U.S. 53,12,1814-006,1814-02-19,KEEP,has scdb_id
85056,Clementson v. Williams,12 U.S. 72,12,1814-007,1814-02-19,KEEP,has scdb_id
85057,Gracie v. Marine Ins. Co. of Baltimore,12 U.S. 75,12,1814-012,1814-02-19,KEEP,has scdb_id
6726528,Common Council v. Preston,12 U.S. 53,12,,1814-02-19,KEEP,vol>=5 (Cranch/Wheaton)
85052,Pleasants v. Maryland Insurance Company,12 U.S. 55,12,1814-008,1814-02-21,KEEP,has scdb_id
85053,McCall and Al. v. The Marine Insurance Company,12 U.S. 59,12,1814-009,1814-02-21,KEEP,has scdb_id
6726529,McCall v. Marine Insurance,12 U.S. 59,12,,1814-02-21,KEEP,vol>=5 (Cranch/Wheaton)
85054,Smith and Others v. Edrington,12 U.S. 66,12,1814-010,1814-02-23,KEEP,has scdb_id
85055,Beale v. Thompson,12 U.S. 70,12,1814-011,1814-02-23,KEEP,has scdb_id
85058,Gracie v. The Mary'd. Ins. Comp'y,12 U.S. 84,12,,1814-02-25,KEEP,vol>=5 (Cranch/Wheaton)
85059,Crowell and Others v. M'fadon,12 U.S. 94,12,1814-014,1814-02-28,KEEP,has scdb_id
6726534,Crowell v. McFadon,12 U.S. 94,12,,1814-02-28,KEEP,vol>=5 (Cranch/Wheaton)
6726536,Beatty' administrators v. Burnes's administrators,12 U.S. 98,12,,1814-03-01,KEEP,vol>=5 (Cranch/Wheaton)
6726540,The Alexander,12 U.S. 169,12,,1814-03-07,KEEP,vol>=5 (Cranch/Wheaton)
85068,Green v. Liter,12 U.S. 229,12,1814-024,1814-03-11,KEEP,has scdb_id
85069,Carter's Heirs v. Cutting,12 U.S. 251,12,1814-025,1814-03-11,KEEP,has scdb_id
85070,"The Venus, Rae, Master",12 U.S. 253,12,1814-026,1814-03-12,KEEP,has scdb_id
85071,The Merrimack,12 U.S. 317,12,1814-027,1814-03-12,KEEP,has scdb_id
85072,"The Frances, Boyer, Master. ( Thompson and Al. .)",12 U.S. 335,12,1814-028,1814-03-12,KEEP,has scdb_id
85073,The Frances,12 U.S. 348,12,1814-029,1814-03-12,KEEP,has scdb_id
1394575,The Frances,12 U.S. 354,12,1814-030,1814-03-12,KEEP,has scdb_id
1394601,The Frances,12 U.S. 363,12,1814-032,1814-03-12,KEEP,has scdb_id
1394610,The Frances,12 U.S. 335,12,,1814-03-12,KEEP,vol>=5 (Cranch/Wheaton)
6726549,The Frances,12 U.S. 358,12,,1814-03-12,KEEP,vol>=5 (Cranch/Wheaton)
6726567,Alexander v. Pendleton,12 U.S. 462,12,,1814-03-12,KEEP,vol>=5 (Cranch/Wheaton)
85075,Vowles and Others v. Craig and Others,12 U.S. 371,12,1814-034,1814-03-14,KEEP,has scdb_id
85074,"The Frances, Boyer, Master: Irvin’s Claim",12 U.S. 418,12,1814-041,1814-03-15,KEEP,has scdb_id
85076,"The Sally, Porter, Master",12 U.S. 382,12,1814-036,1814-03-15,KEEP,has scdb_id
85077,The Euphrates,12 U.S. 385,12,1814-037,1814-03-15,KEEP,has scdb_id
85078,"The Mary, Stafford, Master",12 U.S. 388,12,1814-038,1814-03-15,KEEP,has scdb_id
85079,United States v. 1960 Bags of Coffee,12 U.S. 398,12,1814-039,1814-03-15,KEEP,has scdb_id
85080,United States v. Brigantine Mars,12 U.S. 417,12,1814-040,1814-03-15,KEEP,has scdb_id
6726550,The Frances,12 U.S. 359,12,,1814-03-15,KEEP,vol>=5 (Cranch/Wheaton)
85081,"The Thomas Gibbons, Rockwell, Master",12 U.S. 421,12,1814-042,1814-03-16,KEEP,has scdb_id
85082,Prince v. Bartlett,12 U.S. 431,12,1814-043,1814-03-16,KEEP,has scdb_id
85083,"The St. Lawrence, Webb, Master",12 U.S. 434,12,1814-044,1814-03-16,KEEP,has scdb_id
85084,"The Hiram, Barker, Master",12 U.S. 444,12,1814-045,1814-03-16,KEEP,has scdb_id
85085,"The Joseph, Sargent, Master",12 U.S. 451,12,1814-046,1814-03-16,KEEP,has scdb_id
85086,"The Grotius, Sheafe, Master",12 U.S. 456,12,1814-047,1814-03-16,KEEP,has scdb_id
6726565,The Grotius,12 U.S. 456,12,,1814-03-16,KEEP,vol>=5 (Cranch/Wheaton)
85060,Beatty's Administrators v. Burnes's Administrators,12 U.S. 98,12,1814-015,1814-03-18,KEEP,has scdb_id
85061,Harford v. United States,12 U.S. 109,12,1814-016,1814-03-18,KEEP,has scdb_id
85062,Brown v. United States,12 U.S. 110,12,1814-017,1814-03-18,KEEP,has scdb_id
85063,"The Rapid, Perry, Master",12 U.S. 155,12,1814-018,1814-03-18,KEEP,has scdb_id
85064,"The Alexander, Picket, Master",12 U.S. 169,12,1814-019,1814-03-18,KEEP,has scdb_id
85065,"The Julia, Luce, Master",12 U.S. 181,12,1814-020,1814-03-18,KEEP,has scdb_id
85066,"The Aurora, Pike, Master",12 U.S. 203,12,1814-021,1814-03-18,KEEP,has scdb_id
85067,The Adventure,12 U.S. 221,12,1814-022,1814-03-18,KEEP,has scdb_id
85087,Alexander and Other v. Pendleton,12 U.S. 462,12,1814-033,1814-03-18,KEEP,has scdb_id
85088,Pratt v. Carroll,12 U.S. 471,12,1814-023,1814-03-18,KEEP,has scdb_id
85090,Meigs and Al v. M'clung's Lessee,13 U.S. 11,13,1815-002,1815-02-13,KEEP,has scdb_id
85091,Simms v. Guthrie,13 U.S. 19,13,1815-003,1815-02-14,KEEP,has scdb_id
85093,Taber v. Perrott and Lee,13 U.S. 39,13,1815-004,1815-02-15,KEEP,has scdb_id
85092,Speake & Others v. U. States,13 U.S. 28,13,1815-005,1815-02-16,KEEP,has scdb_id
85094,TERRETT & OTHERS v. Taylor & Others,13 U.S. 43,13,1815-006,1815-02-17,KEEP,has scdb_id
85095,The Brig Short Staple & Cargo v. United States,13 U.S. 55,13,1815-007,1815-02-17,KEEP,has scdb_id
85089,Mandeville v. Union Bank of Georgetown,13 U.S. 9,13,1815-001,1815-02-18,KEEP,has scdb_id
85096,Parker v. Rule's Lessee,13 U.S. 64,13,1815-008,1815-02-18,KEEP,has scdb_id
85097,Brig Struggle v. United States,13 U.S. 71,13,1815-009,1815-02-18,KEEP,has scdb_id
85098,Randolph v. Donaldson,13 U.S. 76,13,1815-010,1815-02-21,KEEP,has scdb_id
85099,Polk's Lessee v. Wendal,13 U.S. 87,13,1815-011,1815-02-21,KEEP,has scdb_id
85100,The Ship Richmond v. United States,13 U.S. 102,13,1815-012,1815-02-22,KEEP,has scdb_id
85101,Arnold and Others v. The United States,13 U.S. 104,13,1815-013,1815-02-23,KEEP,has scdb_id
8403138,Arnold v. United States,13 U.S. 104,13,,1815-02-23,KEEP,vol>=5 (Cranch/Wheaton)
85102,"The St. Lawrence, Webb, Master",13 U.S. 120,13,1815-014,1815-02-25,KEEP,has scdb_id
85103,Drummond's Administrators v. Magruder & Co's. Trustees,13 U.S. 122,13,1815-015,1815-02-25,KEEP,has scdb_id
85104,"The MARY, Stafford, Mastf",13 U.S. 126,13,1815-016,1815-02-25,KEEP,has scdb_id
85105,"Doe, Lessee of Lewis & Wife v. Mfarland & Others",13 U.S. 151,13,1815-017,1815-02-27,KEEP,has scdb_id
85106,Clark's Executors v. Van Riemsdyk,13 U.S. 153,13,1815-018,1815-02-28,KEEP,has scdb_id
85107,Finley v. Williams,13 U.S. 164,13,1815-019,1815-02-28,KEEP,has scdb_id
2518368,U. STATES v. the Cargo of the Fanny,13 U.S. 181,13,,1815-03-01,KEEP,vol>=5 (Cranch/Wheaton)
85118,The Schooner Adeline & Cargo,13 U.S. 244,13,1815-030,1815-03-10,KEEP,has scdb_id
85119,"The Brig Ann, McLain, Master",13 U.S. 289,13,1815-031,1815-03-10,KEEP,has scdb_id
85120,The Town of Pawlet v. D. CLARK & OTHERS,13 U.S. 292,13,1815-032,1815-03-10,KEEP,has scdb_id
85121,Otis v. Watkins,13 U.S. 339,13,1815-033,1815-03-10,KEEP,has scdb_id
85122,The BRIG ALERTA & CARGO v. Blas Moran,13 U.S. 359,13,1815-034,1815-03-10,KEEP,has scdb_id
85123,"The Grotius, Sheafe, Master",13 U.S. 368,13,1815-035,1815-03-10,KEEP,has scdb_id
85124,GETTINGS v. BURCH’S Administratix,13 U.S. 372,13,1815-036,1815-03-10,KEEP,has scdb_id
85125,The United States v. Bryan and Woodcock. (Garnishees of Hendrickson.),13 U.S. 374,13,1815-037,1815-03-11,KEEP,has scdb_id
85126,"The Brig Concord, Taylor, Master",13 U.S. 387,13,1815-038,1815-03-11,KEEP,has scdb_id
85127,"The Nereide, Bennett, Master",13 U.S. 388,13,1815-039,1815-03-11,KEEP,has scdb_id
85128,PRATT & OTHERS v. Law & Campbell,13 U.S. 456,13,1815-040,1815-03-11,KEEP,has scdb_id
8403139,United States v. Bryan,13 U.S. 374,13,,1815-03-11,KEEP,vol>=5 (Cranch/Wheaton)
85108,McIver Lessee v. Walker and Another,13 U.S. 173,13,1815-020,1815-03-18,KEEP,has scdb_id
85109,Owens v. Hanney,13 U.S. 180,13,1815-021,1815-03-18,KEEP,has scdb_id
85110,"The United States v. The Cargo of the Ship Fanny, Jennings, Master",13 U.S. 181,13,1815-022,1815-03-18,KEEP,has scdb_id
85111,The Frances,13 U.S. 183,13,1815-023,1815-03-18,KEEP,has scdb_id
85112,30 HHDS. OF SUGAR v. Boyle & Others,13 U.S. 191,13,1815-024,1815-03-18,KEEP,has scdb_id
85113,Evans v. Jordan,13 U.S. 199,13,1815-025,1815-03-18,KEEP,has scdb_id
85114,Cargo of the Ship Hazard v. Campbell,13 U.S. 205,13,1815-026,1815-03-18,KEEP,has scdb_id
85115,"Ship Societe, Martinson, Master",13 U.S. 209,13,1815-027,1815-03-18,KEEP,has scdb_id
85116,U. States v. Giles & Others,13 U.S. 212,13,1815-028,1815-03-18,KEEP,has scdb_id
85117,U. States v. Job L. Barber,13 U.S. 243,13,1815-029,1815-03-18,KEEP,has scdb_id
1655414,The George,14 U.S. 408,14,1815-041,1816-01-01,KEEP,has scdb_id
85129,"Negress Sally Henry, by William Henry, Her Father and Next Friend v. Ball",14 U.S. 1,14,1816-001,1816-02-10,KEEP,has scdb_id
85130,Davis v. Wood,14 U.S. 6,14,1816-002,1816-02-12,KEEP,has scdb_id
85132,The Ship Octavia .—Nicholls,14 U.S. 20,14,1816-003,1816-02-13,KEEP,has scdb_id
85133,The Mary and Susan .—G. & H. Van Wagenen,14 U.S. 25,14,1816-004,1816-02-14,KEEP,has scdb_id
85134,The Mary and Susan .—Richardson,14 U.S. 46,14,1816-005,1816-02-14,KEEP,has scdb_id
6726577,Anderson v. Longden,14 U.S. 85,14,,1816-02-15,KEEP,vol>=5 (Cranch/Wheaton)
6726583,The Antonia Johanna,14 U.S. 159,14,,1816-02-15,KEEP,vol>=5 (Cranch/Wheaton)
85131,The Samuel,14 U.S. 9,14,1816-006,1816-02-16,KEEP,has scdb_id
85135,The Rugen .—Buhring,14 U.S. 62,14,1816-007,1816-02-19,KEEP,has scdb_id
85137,Anderson v. Longden,14 U.S. 85,14,1816-008,1816-02-23,KEEP,has scdb_id
85136,Thompson v. Gray,14 U.S. 75,14,1816-009,1816-02-26,KEEP,has scdb_id
85138,The Corporation of New-Orleans v. Winter,14 U.S. 91,14,1816-010,1816-02-28,KEEP,has scdb_id
85139,The Aurora,14 U.S. 96,14,1816-011,1816-02-29,KEEP,has scdb_id
85152,Morean v. United States Insurance,14 U.S. 219,14,1816-026,1816-03-11,KEEP,has scdb_id
85153,Welch v. Mandeville,14 U.S. 233,14,1816-027,1816-03-11,KEEP,has scdb_id
85151,Renner & Bussard v. Marshall,14 U.S. 215,14,1816-028,1816-03-12,KEEP,has scdb_id
85156,Mutual Assurance Society v. Watts,14 U.S. 279,14,1816-029,1816-03-13,KEEP,has scdb_id
85159,Harden v. Fisher,14 U.S. 300,14,1816-030,1816-03-15,KEEP,has scdb_id
85155,The Edward,14 U.S. 261,14,1816-031,1816-03-16,KEEP,has scdb_id
85140,The Venus,14 U.S. 112,14,1816-013,1816-03-18,KEEP,has scdb_id
85141,Preston v. Browder,14 U.S. 115,14,1816-014,1816-03-18,KEEP,has scdb_id
85142,The Astrea,14 U.S. 125,14,1816-015,1816-03-18,KEEP,has scdb_id
85143,Matson v. Hord,14 U.S. 130,14,1816-016,1816-03-18,KEEP,has scdb_id
85144,Taylor v. Walton,14 U.S. 141,14,1816-017,1816-03-18,KEEP,has scdb_id
85145,Barr v. Lapsley,14 U.S. 151,14,1816-018,1816-03-18,KEEP,has scdb_id
85146,Danforth's Lessee v. Thomas,14 U.S. 155,14,1816-021,1816-03-18,KEEP,has scdb_id
85147,The Antonia Johanna,14 U.S. 159,14,1816-022,1816-03-18,KEEP,has scdb_id
85148,The Nereid,14 U.S. 171,14,1816-023,1816-03-18,KEEP,has scdb_id
85149,Hepburn and Dundas's Heirs v. Dunlop & Co.,14 U.S. 179,14,1816-024,1816-03-18,KEEP,has scdb_id
85150,The St. Joze Indiano,14 U.S. 208,14,1816-025,1816-03-18,KEEP,has scdb_id
85154,L'Invincible,14 U.S. 238,14,1816-012,1816-03-18,KEEP,has scdb_id
85157,Walden v. The Heirs of Gratz,14 U.S. 292,14,1816-032,1816-03-18,KEEP,has scdb_id
85158,The Harrison,14 U.S. 298,14,1816-033,1816-03-18,KEEP,has scdb_id
85168,Jones v. Shore's,14 U.S. 462,14,1816-019,1816-03-18,KEEP,has scdb_id
85169,Patton's Lessee v. Easton,14 U.S. 476,14,1816-020,1816-03-18,KEEP,has scdb_id
85160,Martin v. Hunter's Lessee,14 U.S. 304,14,1816-034,1816-03-20,KEEP,has scdb_id
85162,United States v. Coolidge,14 U.S. 415,14,1816-035,1816-03-21,KEEP,has scdb_id
85163,The St. Nicholas,14 U.S. 417,14,1816-036,1816-03-21,KEEP,has scdb_id
85165,The Elsineur .—Jones,14 U.S. 439,14,1816-037,1816-03-21,KEEP,has scdb_id
85161,The Commercen,14 U.S. 382,14,1816-038,1816-03-22,KEEP,has scdb_id
85164,Russel v. Trustees of Transylvania University,14 U.S. 432,14,1816-039,1816-03-22,KEEP,has scdb_id
85166,The Hiram,14 U.S. 440,14,1816-040,1816-03-22,KEEP,has scdb_id
85167,Ammidon v. Smith,14 U.S. 447,14,1816-041,1816-03-22,KEEP,has scdb_id
85170,Ross and Morrison v. Reed,14 U.S. 482,14,1816-042,1816-03-22,KEEP,has scdb_id
85174,"M'iver, Lessees v. Ragan",15 U.S. 25,15,1817-002,1817-02-10,KEEP,has scdb_id
85171,Slocum v. Mayberry,15 U.S. 1,15,1817-003,1817-02-12,KEEP,has scdb_id
85182,The Mary,15 U.S. 123,15,1817-004,1817-02-14,KEEP,has scdb_id
85184,The Ariadne,15 U.S. 143,15,1817-005,1817-02-14,KEEP,has scdb_id
85172,Greenleaf v. Cook,15 U.S. 13,15,1817-001,1817-02-18,KEEP,has scdb_id
85179,Beverly v. Brooke,15 U.S. 100,15,1817-006,1817-02-19,KEEP,has scdb_id
6726620,The Bothnea,15 U.S. 169,15,,1817-02-20,KEEP,vol>=5 (Cranch/Wheaton)
6726622,Laidlaw v. Organ,15 U.S. 178,15,,1817-02-20,KEEP,vol>=5 (Cranch/Wheaton)
85173,Otis v. Walter,15 U.S. 18,15,1817-007,1817-02-21,KEEP,has scdb_id
85177,Coolidge v. Payson,15 U.S. 66,15,1817-008,1817-02-21,KEEP,has scdb_id
85180,McCoul v. Lekamp's Administratrix,15 U.S. 111,15,1817-009,1817-02-24,KEEP,has scdb_id
85181,United States v. Sheldon,15 U.S. 119,15,1817-010,1817-02-26,KEEP,has scdb_id
85176,Duvall v. Craig,15 U.S. 45,15,1817-011,1817-02-27,KEEP,has scdb_id
6726627,United States v. Tenbroek,15 U.S. 248,15,,1817-03-01,KEEP,vol>=5 (Cranch/Wheaton)
85205,The London Packet,15 U.S. 371,15,1817-018,1817-03-10,KEEP,has scdb_id
85196,The Argo,15 U.S. 287,15,1817-019,1817-03-11,KEEP,has scdb_id
85197,Morgan's Heirs v. Morgan,15 U.S. 290,15,1817-020,1817-03-11,KEEP,has scdb_id
85199,Shipp v. Miller's Heirs,15 U.S. 316,15,1817-021,1817-03-11,KEEP,has scdb_id
85175,Hunter v. Bryant,15 U.S. 32,15,1817-022,1817-03-12,KEEP,has scdb_id
85201,Colson v. Thompson,15 U.S. 336,15,1817-023,1817-03-12,KEEP,has scdb_id
85191,Patterson v. United States,15 U.S. 221,15,1817-024,1817-03-13,KEEP,has scdb_id
85198,Liter v. Green,15 U.S. 306,15,1817-025,1817-03-13,KEEP,has scdb_id
85200,The Anna Maria,15 U.S. 327,15,1817-026,1817-03-13,KEEP,has scdb_id
85203,Inglee v. Coolidge,15 U.S. 363,15,1817-027,1817-03-13,KEEP,has scdb_id
85204,McCluny v. Silliman,15 U.S. 369,15,1817-028,1817-03-13,KEEP,has scdb_id
85194,Chirac v. Lessee of Chirac,15 U.S. 259,15,1817-029,1817-03-14,KEEP,has scdb_id
85207,Colson v. Lewis,15 U.S. 377,15,1817-030,1817-03-14,KEEP,has scdb_id
85188,Laidlaw v. Organ,15 U.S. 178,15,1817-032,1817-03-15,KEEP,has scdb_id
85193,The United States v. Tenbroek,15 U.S. 248,15,1817-033,1817-03-15,KEEP,has scdb_id
85195,The George,15 U.S. 278,15,1817-034,1817-03-15,KEEP,has scdb_id
85202,The Eleanor,15 U.S. 345,15,1817-035,1817-03-15,KEEP,has scdb_id
85206,Lenox v. Roberts,15 U.S. 373,15,1817-036,1817-03-15,KEEP,has scdb_id
85208,Leeds v. Marine Ins. Co. of Alexandria,15 U.S. 380,15,1817-037,1817-03-15,KEEP,has scdb_id
85209,Raborg v. Peyton,15 U.S. 385,15,1817-038,1817-03-15,KEEP,has scdb_id
85210,Union Bank of Georgetown v. Laird,15 U.S. 390,15,1817-039,1817-03-15,KEEP,has scdb_id
85211,The United States v. Barker,15 U.S. 395,15,1817-040,1817-03-15,KEEP,has scdb_id
85212,Thelusson v. Smith,15 U.S. 396,15,1817-041,1817-03-15,KEEP,has scdb_id
6726642,United States v. Barker,15 U.S. 395,15,,1817-03-15,KEEP,vol>=5 (Cranch/Wheaton)
85186,The Fortuna— Krause,15 U.S. 161,15,,1817-03-17,KEEP,vol>=5 (Cranch/Wheaton)
2527082,The Fortuna,15 U.S. 161,15,1817-042,1817-03-17,KEEP,has scdb_id
85178,The Dos Hermanos,15 U.S. 76,15,1817-013,1817-03-18,KEEP,has scdb_id
85183,The San Pedro,15 U.S. 132,15,1817-012,1817-03-18,KEEP,has scdb_id
85185,The William King— Davis,15 U.S. 148,15,1817-014,1817-03-18,KEEP,has scdb_id
85187,The Bothnea and the Jahnstoff,15 U.S. 169,15,1817-031,1817-03-18,KEEP,has scdb_id
85189,Rutherford v. Greene's Heirs,15 U.S. 196,15,1817-015,1817-03-18,KEEP,has scdb_id
85190,Johnson v. Pannel's Heirs,15 U.S. 206,15,1817-017,1817-03-18,KEEP,has scdb_id
85192,The Pizarro,15 U.S. 227,15,1817-016,1817-03-18,KEEP,has scdb_id
8403391,The New-York,16 U.S. 59,16,,1818-02-05,KEEP,vol>=5 (Cranch/Wheaton)
85215,"M'iver, Assignee, &C. v. Kyger",16 U.S. 53,16,1818-003,1818-02-10,KEEP,has scdb_id
85216,The Diana,16 U.S. 27,16,,1818-02-10,KEEP,vol>=5 (Cranch/Wheaton)
85217,The New York,16 U.S. 27,16,,1818-02-10,KEEP,vol>=5 (Cranch/Wheaton)
1101065,McIver v. Kyger,16 U.S. 24,16,,1818-02-10,KEEP,vol>=5 (Cranch/Wheaton)
8403390,The Diana,16 U.S. 58,16,,1818-02-10,KEEP,vol>=5 (Cranch/Wheaton)
85218,The Samuel.— Beach,16 U.S. 77,16,1818-006,1818-02-11,KEEP,has scdb_id
85219,"The San Pedro.—valverde, . 1",16 U.S. 78,16,1818-007,1818-02-11,KEEP,has scdb_id
1101123,The San Pedro,16 U.S. 36,16,,1818-02-11,KEEP,vol>=5 (Cranch/Wheaton)
1101162,The Samuel,16 U.S. 36,16,,1818-02-11,KEEP,vol>=5 (Cranch/Wheaton)
8403392,The Samuel,16 U.S. 77,16,,1818-02-11,KEEP,vol>=5 (Cranch/Wheaton)
8403389,The Friendschaft,16 U.S. 14,16,,1818-02-15,KEEP,vol>=5 (Cranch/Wheaton)
1101108,The Star,16 U.S. 37,16,,1818-02-16,KEEP,vol>=5 (Cranch/Wheaton)
8403393,The Star,16 U.S. 78,16,,1818-02-16,KEEP,vol>=5 (Cranch/Wheaton)
85220,Lanusse v. Barker,16 U.S. 48,16,,1818-02-17,KEEP,vol>=5 (Cranch/Wheaton)
8403394,Lanusse v. Barker,16 U.S. 101,16,,1818-02-17,KEEP,vol>=5 (Cranch/Wheaton)
85213,Jackson Ex Dem. People v. Clarke,16 U.S. 1,16,1818-001,1818-02-18,KEEP,has scdb_id
85214,The Friendschaft,16 U.S. 7,16,,1818-02-18,KEEP,vol>=5 (Cranch/Wheaton)
85221,Hughes v. The Union Insurance Company,16 U.S. 159,16,1818-010,1818-02-18,KEEP,has scdb_id
85222,Swan v. The Union Insurance Company of Maryland,16 U.S. 168,16,1818-011,1818-02-18,KEEP,has scdb_id
85223,Dugan v. United States,16 U.S. 82,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
85224,Olivera v. The Union Insurance Company,16 U.S. 183,16,1818-013,1818-02-19,KEEP,has scdb_id
85225,Shepherd v. Hampton,16 U.S. 94,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
85226,Patton v. Nicholson,16 U.S. 96,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
1101126,Houston v. Moore,16 U.S. 200,16,1818-014,1818-02-19,KEEP,has scdb_id
8403395,Dugan v. United States,16 U.S. 172,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
8403396,Shepherd v. Hampton,16 U.S. 200,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
8403397,Patton v. Nicholson,16 U.S. 204,16,,1818-02-19,KEEP,vol>=5 (Cranch/Wheaton)
85233,United States v. Bevans,16 U.S. 157,16,,1818-02-21,KEEP,vol>=5 (Cranch/Wheaton)
8403402,United States v. Bevans,16 U.S. 336,16,,1818-02-21,KEEP,vol>=5 (Cranch/Wheaton)
85227,Robinson v. Campbell,16 U.S. 100,16,,1818-02-24,KEEP,vol>=5 (Cranch/Wheaton)
85228,Dunlop v. Hepburn,16 U.S. 231,16,1818-018,1818-02-24,KEEP,has scdb_id
85229,United States v. 150 Crates of Earthen-Ware,16 U.S. 110,16,,1818-02-24,KEEP,vol>=5 (Cranch/Wheaton)
85230,Hampton v. M'connel,16 U.S. 234,16,1818-020,1818-02-24,KEEP,has scdb_id
1101120,Hampton v. McConnell,16 U.S. 110,16,,1818-02-24,KEEP,vol>=5 (Cranch/Wheaton)
8403398,Robinson v. Campbell,16 U.S. 212,16,,1818-02-24,KEEP,vol>=5 (Cranch/Wheaton)
8403399,United States v. 150 Crates of Earthen Ware,16 U.S. 232,16,,1818-02-24,KEEP,vol>=5 (Cranch/Wheaton)
85246,Craig v. Radford,16 U.S. 274,16,,1818-02-25,KEEP,vol>=5 (Cranch/Wheaton)
85231,The Fortuna,16 U.S. 112,16,,1818-02-26,KEEP,vol>=5 (Cranch/Wheaton)
8403400,The Fortuna,16 U.S. 236,16,,1818-02-26,KEEP,vol>=5 (Cranch/Wheaton)
85232,Gelston v. Hoyt,16 U.S. 116,16,,1818-02-27,KEEP,vol>=5 (Cranch/Wheaton)
85234,The Aeolus— Wood,16 U.S. 392,16,1818-024,1818-02-27,KEEP,has scdb_id
8403401,Gelston v. Hoyt,16 U.S. 246,16,,1818-02-27,KEEP,vol>=5 (Cranch/Wheaton)
8403403,The Æolus,16 U.S. 392,16,,1818-02-27,KEEP,vol>=5 (Cranch/Wheaton)
8403404,The Anne,16 U.S. 435,16,,1818-03-07,KEEP,vol>=5 (Cranch/Wheaton)
8403405,Evans v. Eaton,16 U.S. 454,16,,1818-03-07,KEEP,vol>=5 (Cranch/Wheaton)
1101164,Murray v. Baker,16 U.S. 249,16,,1818-03-09,KEEP,vol>=5 (Cranch/Wheaton)
8403406,Lenox v. Prout,16 U.S. 520,16,,1818-03-09,KEEP,vol>=5 (Cranch/Wheaton)
8403407,Murray's Lessee v. Baker,16 U.S. 541,16,,1818-03-09,KEEP,vol>=5 (Cranch/Wheaton)
85243,The Amiable Nancy,16 U.S. 252,16,,1818-03-11,KEEP,vol>=5 (Cranch/Wheaton)
85244,Craig v. Leslie,16 U.S. 260,16,,1818-03-11,KEEP,vol>=5 (Cranch/Wheaton)
8403408,The Amiable Nancy,16 U.S. 546,16,,1818-03-11,KEEP,vol>=5 (Cranch/Wheaton)
8403409,Craig v. Leslie,16 U.S. 563,16,,1818-03-11,KEEP,vol>=5 (Cranch/Wheaton)
85247,Ross v. Triplett,16 U.S. 276,16,,1818-03-12,KEEP,vol>=5 (Cranch/Wheaton)
